Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"Capel","Capel Dr, Capel","Narrow road, lanes or bridges",0,"Traffic build up especially during holiday seasons, car roll overs, car crashes, opposite traffic drifting over to my side of the road at 110kms an hour.",115.5614948273,-33.5424319746
"Hithergreen","Ludlow-Hithergreen Rd, Hithergreen","Narrow road, lanes or bridges",0,"You are competing with oncoming traffic sometimes big trucks for safe space to pass each other on a very tight road, you almost HAVE to travel in the middle of the road to ensure you dont get caught in gravel or pot holes or huge dips in the road especially over the bridges.  Only a matter of time before there's a head on crash or something else on this road. In Winter it floods and is so dangerous to travel on.",115.4943108559,-33.7223229565
"Capel","2890-2890 Bussell Hwy, Capel","Narrow road, lanes or bridges",2,"Too many crashes and near misses on bussel hwy between capel and busselton. This is the route I use every day for work. Dual lanes please. Peoples lives are worth it. We have seen too many deaths on that stretch of road this year. A lot of inexperienced  country drivers use this road going down south from Perth. I see lots of aggressive driving, tailgating and overtaking.",115.5280674608,-33.5721541909
"Capel","1441-1441 Bussell Hwy, Capel","Narrow road, lanes or bridges",3,"Multiple crashes here and near accidents due to merging from dual carriage way to single lane with no median strip",115.5424172489,-33.5609946768
"Welshpool (WA)","Sevenoaks St, Welshpool","Lacks median strip/traffic separation",4,"The installation of traffic lights at this railway crossing has meant that at times, because of traffic turning left into Sevenoaks Stree, traffic travelling along Welshpool Rd towards Albany Hwy will end up having the lights turn red before they exit the intersection. Many vehicles including large trucks turn left into Sevenoaks St. ",115.9216377139,-31.9943850714
"Marne","Northam Pithara Road","Narrow road, lanes or bridges",0,"The road is mostly single lane,windy with sharp bends and blind crests. The road  edging is breaking away and has dangerous drop offs. It is used by heavy agricultural machinery, it also has poor visibility in numerous places due to vegetation growing close to the road edge.There are many kangaroos in the area as well as occasional livestock on the road.It is a major road for the region, is well used and is in very poor condition.I have seen or know of numerous  accidents and near misses",116.71875,-30.5054838989
"Success","Beeliar Dr & Wentworth Pde, Success","Little chance to turn/cross traffic",3,"Too fast I was almost cleaned up at 70 km/hr",115.8524423776,-32.1290051544
"Como (WA)","1, Como","Little chance to turn/cross traffic",5,"",115.8565171699,-32.0120917154
"Laverton (WA)","Laverton-Leonora Rd & Windarra Mine Rd, Laverton","Poor or confusing signage",0,"Coming from Leonora there is in adequate signage  to warn of the sharp right turn  coming up around the corner.",122.2491645813,-28.5572346099
"Ludlow","10, Ludlow","Narrow road, lanes or bridges",4,"Congestion, overtaking lanes are too short, general risk taking due to drivers trying to overtake on short overtaking lanes",115.4957485199,-33.6118316021
"Centennial Park (WA)","95-95 Sanford Rd, Centennial Park","Poor road surface quality",0,"Too many potholes.",117.8831689698,-35.0095416784
"Centennial Park (WA)","Nakina St & Sanford Rd, Centennial Park","Little chance to turn/cross traffic",1,"There are often collisions and many near misses between people turning right out of Nakina Street onto Sanford Road with people turning across Sanford road into the Post Office carpark. The area is too congested.",117.8805976255,-35.0152073423
"Denmark","South Coast Hwy & Strickland St, Denmark","Confusing layout",0,"Narrow and blind. Awful for a small town in tourist season. Shocked no ones had a serious accident there",117.354760766,-34.959964932
"Herdsman","75 & Frobisher St, Osborne Park","Little chance to turn/cross traffic",0,"Travelling from the  south on Frobisher to turn right onto Scarborough Beach Road is so dangerous. It is impossible to see if it is clear to turn right unless you get into the middle of the intersection.  I drive past this intersection everyday and I see so many near misses & have come across too many accidents being cleared by tow trucks.  There needs to be an arrow for turning right.  There are 3 others arrows at these lights so why not this side too.",115.8046102524,-31.9106417552
"Baldivis","22 & Baldivis Rd, Baldivis","Confusing layout",0,"",115.8283828804,-32.2927513005
"Glendalough","Powis St, Wembley","Narrow road, lanes or bridges",1,"Travelling south 2 lanes merge into one lane  and  drivers   don't give  way to car in front of que.",115.8225488663,-31.921415208
"Greenwood (WA)","82, Duncraig","Other",0,"Needs a red light camera as people regularly jump them turning right onto Hepburn from the Freeway, putting those travelling along Hepburn at risk",115.7824108977,-31.8173518223
"West Perth","Railway St, West Perth","Unsafe or poor pedestrian crossing",4,"Zebra crossing regularly ignored by cars going along Railway Street, threatening the safety of pedestrians crossing",115.8448272943,-31.9444081642
"Capel","1441-1441 Bussell Hwy, Capel","Narrow road, lanes or bridges",1,"I have experienced multiple deaths on this road, an excessive amount of hospitalised drivers/bike riders etc even just in the last year. ",115.5429285765,-33.5605649272
"Bodallin","110 Great Eastern Hwy, Bodallin","Poor road surface quality",7,"Road is full of potholes and corrugations between Merredin and Kalgoorlie. Dangerous to drive on.",118.8864898682,-31.3641911192
"College Grove","10, College Grove","Area requires lights/roundabout",22,"Failing to give way all directions, piggybacking in median strip chokes up intersection, poor merging, fatal crashes, speeding, cars turning off Bussell Hwy into Harradines Vet almost get rear ended. Cars banked up along Somerville trying to turn onto Bussell Hwy towards Bunbury",115.6469124556,-33.3773306825
"Dunsborough","Cyrillean Way & Dunn Bay Rd, Dunsborough","Confusing layout",11,"There are numerous driveways and road coming in at this point, plus parallel parking in both directions.  During the busy season it is difficult and potentially dangerous to turn into the busy Coles shopping centre.",115.1037114859,-33.6163481511
"Greenwood (WA)","2-6 Grove Ct, Greenwood","Poor road surface quality",0,"This road has been damaged by large tree roots old road built in 1978. The curb is cracked broken or missing along GROVE COURT.  There is no lighting or lines as you turn in & out of the street drains are blocked and we live on a hill so all the water builds up and we cant leave the street, over grown trees cover the corners cant see on coming traffic no school zones signs. Ally way between some house and poorly kept drains get blocked no lights again, ",115.7918564918,-31.8210515093
"Ludlow","10, Ludlow","Lacks median strip/traffic separation",0,"Desperate manoeuvres around overtaking zones",115.485534668,-33.6146192923
"Walmsley","Chester Pass Rd, Milpara","Little chance to turn/cross traffic",0,"Four lanes of traffic very busy at most times it�۪s almost impossible to cross. Also a popular accident hot spot for Albany. Personally I think a roundabout would work very well.",117.8763243556,-34.984715252
"Kalgoorlie","Lane St, Kalgoorlie","Other",0,"The entry/exit out of the Woolworths shopping centre is uncontrolled and too close to the Brookman Street roundabout. Vision is obscured by street parking and vehicles exit the roundabout too quickly making it unsafe to cross Lane Street and exit the carpark. There should not be any street parking and that space might be more effective as a turning lane. I would recommend building another roundabout at the shopping centre entrance/exit to facilitate the crossing of traffic.",121.4680865407,-30.7502358758
"Lange","Mercer Rd, Lange","Little chance to turn/cross traffic",1,"",117.8762224317,-34.9853481432
"Donnybrook (WA)","Bendall Rd, Donnybrook","Other",0,"When turning from Bendall Road southward onto the Southwest Highway there is no entrance lane. The problem is southbound traffic on the SW Hwy are coming around a corner at 110kph and are not easily visible from Bendall Road. Without an entrance lane the entering traffic become a slow moving obstacle to the southbound traffic and a potential impact risk. The intersection is having much more traffic than it was originally designed for because of recent subdivisions.",115.7875809073,-33.5619104409
"Willetton","Hossack Ave, Parkwood","Little chance to turn/cross traffic",2,"Cars being rear ended trying to turn right as they push to the median strip cars way too many vehicles using Willeri Drive needs better protection",115.9039673209,-32.045742071
